Cue,Target,AFS,AFSS
candle,extinguish,0.040816327,19
candle,fire,0.020408163,19
candle,heat,0.020408163,19
candle,infuse,0.020408163,19
candle,kill,0.020408163,19
candle,light,0.285714286,19
candle,look,0.040816327,19
candle,make,0.020408163,19
candle,melt,0.020408163,19
candle,sell,0.040816327,19
candle,smack,0.020408163,19
candle,smell,0.163265306,19
candle,squash,0.020408163,19
candle,throw,0.020408163,19
candlestick,burn,0.181818182,5
candlestick,decorate,0.090909091,5
candlestick,hold,0.272727273,5
candlestick,light,0.363636364,5
candlestick,warm,0.090909091,5
candy,cookout,0.034482759,20
candy,decorate,0.068965517,20
candy,earn,0.034482759,20
candy,eat,0.24137931,20
candy,enjoy,0.034482759,20
candy,gift,0.034482759,20
candy,give,0.034482759,20
candy,lick,0.034482759,20
candy,melt,0.034482759,20
candy,persuade,0.034482759,20
candy,reward,0.068965517,20
candy,share,0.034482759,20
candy,snack,0.034482759,20
candy,store,0.034482759,20
candy,swallow,0.034482759,20
candy,take,0.034482759,20
candy,taste,0.034482759,20
candy,throw,0.068965517,20
candy,throw away,0.034482759,20
candy,try,0.034482759,20
cane,aid,0.018181818,35
cane,assist,0.018181818,35
cane,balance,0.018181818,35
cane,block,0.018181818,35
cane,break,0.036363636,35
cane,carve,0.018181818,35
cane,crutch,0.018181818,35
cane,decorate,0.018181818,35
cane,food,0.018181818,35
cane,garden,0.018181818,35
cane,help,0.036363636,35
cane,hike,0.018181818,35
cane,hit,0.090909091,35
cane,hold,0.018181818,35
cane,lay,0.018181818,35
cane,lean,0.018181818,35
cane,navigate,0.018181818,35
cane,open,0.018181818,35
cane,pick,0.018181818,35
cane,poke,0.036363636,35
cane,press button,0.018181818,35
cane,prop,0.018181818,35
cane,pull,0.018181818,35
cane,push,0.018181818,35
cane,sex toy,0.018181818,35
cane,stand,0.018181818,35
cane,style,0.018181818,35
cane,sugar,0.018181818,35
cane,support,0.036363636,35
cane,throw,0.018181818,35
cane,tool,0.018181818,35
cane,toss,0.018181818,35
cane,toy,0.018181818,35
cane,walk,0.218181818,35
cane,weapon,0.036363636,35
canine,adopt,0.048780488,24
canine,brush,0.024390244,24
canine,buy,0.024390244,24
canine,chew,0.024390244,24
canine,comfort,0.048780488,24
canine,cuddle,0.024390244,24
canine,discover,0.024390244,24
canine,eat,0.024390244,24
canine,entertain,0.024390244,24
canine,feed,0.097560976,24
canine,fetch,0.024390244,24
canine,friend,0.024390244,24
canine,love,0.073170732,24
canine,pet,0.12195122,24
canine,play,0.024390244,24
canine,protect,0.097560976,24
canine,raise,0.024390244,24
canine,sing,0.024390244,24
canine,spend,0.024390244,24
canine,support,0.048780488,24
canine,take,0.024390244,24
canine,train,0.073170732,24
canine,trick,0.024390244,24
canine,walk,0.024390244,24
cannabis,bake,0.022727273,24
cannabis,benefit,0.022727273,24
cannabis,buy,0.022727273,24
cannabis,consume,0.022727273,24
cannabis,cook,0.022727273,24
cannabis,drink,0.022727273,24
cannabis,drug,0.022727273,24
cannabis,eat,0.113636364,24
cannabis,feel,0.045454545,24
cannabis,grind,0.045454545,24
cannabis,grow,0.068181818,24
cannabis,help,0.022727273,24
cannabis,infuse,0.022727273,24
cannabis,medicine,0.022727273,24
cannabis,recreational,0.022727273,24
cannabis,relax,0.045454545,24
cannabis,relieve,0.022727273,24
cannabis,roll,0.022727273,24
cannabis,root,0.022727273,24
cannabis,sell,0.068181818,24
cannabis,share,0.022727273,24
cannabis,smoke,0.227272727,24
cannabis,trade,0.022727273,24
cannabis,vape,0.022727273,24
cannonball,attack,0.058823529,13
cannonball,carry,0.058823529,13
cannonball,dunk,0.058823529,13
cannonball,entertain,0.117647059,13
cannonball,fire,0.058823529,13
cannonball,jump,0.058823529,13
cannonball,look,0.058823529,13
cannonball,shoot,0.176470588,13
cannonball,swim,0.058823529,13
cannonball,throw,0.058823529,13
cannonball,war,0.117647059,13
cannonball,wave,0.058823529,13
cannonball,weapon,0.058823529,13
canoe,arrive,0.027777778,26
canoe,boat,0.027777778,26
canoe,boate,0.027777778,26
canoe,bridge,0.027777778,26
canoe,buy,0.027777778,26
canoe,camp,0.027777778,26
canoe,commut,0.027777778,26
canoe,compete,0.027777778,26
canoe,depart,0.027777778,26
canoe,escape,0.027777778,26
canoe,exercise,0.083333333,26
canoe,explore,0.027777778,26
canoe,fish,0.083333333,26
canoe,float,0.027777778,26
canoe,navigate,0.027777778,26
canoe,paddle,0.027777778,26
canoe,race,0.027777778,26
canoe,relax,0.027777778,26
canoe,row,0.138888889,26
canoe,shelter,0.027777778,26
canoe,show,0.027777778,26
canoe,spend,0.027777778,26
canoe,store,0.027777778,26
canoe,tour,0.027777778,26
canoe,travel,0.083333333,26
canoe,wealth,0.027777778,26
cantaloupe,assort,0.023255814,30
cantaloupe,befriend,0.023255814,30
cantaloupe,break,0.023255814,30
cantaloupe,chuck,0.023255814,30
cantaloupe,cut,0.069767442,30
cantaloupe,decorate,0.023255814,30
cantaloupe,detox,0.023255814,30
cantaloupe,draw,0.023255814,30
cantaloupe,drink,0.023255814,30
cantaloupe,eat,0.186046512,30
cantaloupe,food,0.023255814,30
cantaloupe,grow,0.023255814,30
cantaloupe,improve,0.023255814,30
cantaloupe,open,0.023255814,30
cantaloupe,peel,0.023255814,30
cantaloupe,photograph,0.023255814,30
cantaloupe,projectile,0.023255814,30
cantaloupe,provide,0.023255814,30
cantaloupe,refrigerate,0.023255814,30
cantaloupe,relax,0.023255814,30
cantaloupe,sell,0.023255814,30
cantaloupe,slice,0.046511628,30
cantaloupe,smash,0.023255814,30
cantaloupe,smell,0.023255814,30
cantaloupe,snack,0.023255814,30
cantaloupe,spoon,0.023255814,30
cantaloupe,spread,0.023255814,30
cantaloupe,tear,0.023255814,30
cantaloupe,throw,0.093023256,30
cantaloupe,toss,0.023255814,30
canteen,buy,0.019607843,23
canteen,camp,0.019607843,23
canteen,carry,0.039215686,23
canteen,contain,0.019607843,23
canteen,drink,0.137254902,23
canteen,eat,0.098039216,23
canteen,fill,0.039215686,23
canteen,float,0.019607843,23
canteen,hold,0.254901961,23
canteen,keep,0.019607843,23
canteen,mess up,0.019607843,23
canteen,pack,0.019607843,23
canteen,play,0.019607843,23
canteen,pour,0.019607843,23
canteen,quench,0.019607843,23
canteen,reuse,0.019607843,23
canteen,sleep,0.019607843,23
canteen,store,0.058823529,23
canteen,survive,0.019607843,23
canteen,throw,0.039215686,23
canteen,warm,0.019607843,23
canteen,water,0.019607843,23
canteen,weapon,0.039215686,23
canvas,art,0.014705882,35
canvas,assign,0.029411765,35
canvas,break,0.014705882,35
canvas,burn,0.014705882,35
canvas,buy,0.029411765,35
canvas,color,0.044117647,35
canvas,communicate,0.014705882,35
canvas,create,0.058823529,35
canvas,cut,0.014705882,35
canvas,decorate,0.014705882,35
canvas,destroy,0.014705882,35
canvas,display,0.014705882,35
canvas,draw,0.088235294,35
canvas,eat,0.014705882,35
canvas,hang,0.044117647,35
canvas,inspire,0.014705882,35
canvas,keep,0.014705882,35
canvas,log in,0.014705882,35
canvas,log out,0.014705882,35
canvas,look,0.014705882,35
canvas,make,0.014705882,35
canvas,paint,0.235294118,35
canvas,print,0.029411765,35
canvas,protect,0.014705882,35
canvas,relax,0.014705882,35
canvas,respond,0.014705882,35
canvas,sculpt,0.014705882,35
canvas,see,0.014705882,35
canvas,sell,0.029411765,35
canvas,sketch,0.044117647,35
canvas,smudge,0.014705882,35
canvas,step on,0.014705882,35
canvas,support,0.014705882,35
canvas,throw,0.014705882,35
canvas,use,0.014705882,35
canvass,art,0.044444444,26
canvass,begin,0.022222222,26
canvass,break,0.044444444,26
canvass,collect,0.022222222,26
canvass,create,0.044444444,26
canvass,decorate,0.044444444,26
canvass,design,0.022222222,26
canvass,display,0.022222222,26
canvass,draw,0.111111111,26
canvass,educate,0.022222222,26
canvass,gather,0.044444444,26
canvass,hang,0.022222222,26
canvass,hold,0.022222222,26
canvass,look,0.022222222,26
canvass,observe,0.022222222,26
canvass,paint,0.222222222,26
canvass,print,0.022222222,26
canvass,publicize,0.022222222,26
canvass,secure,0.044444444,26
canvass,spill,0.022222222,26
canvass,spread,0.022222222,26
canvass,steal,0.022222222,26
canvass,tear,0.022222222,26
canvass,throw,0.022222222,26
canvass,vote,0.022222222,26
canvass,write,0.022222222,26
cap,block,0.033333333,19
cap,catch,0.033333333,19
cap,cover,0.066666667,19
cap,decorate,0.033333333,19
cap,doff,0.033333333,19
cap,flow,0.033333333,19
cap,gift,0.033333333,19
cap,hold,0.066666667,19
cap,keep,0.033333333,19
cap,offer,0.033333333,19
cap,prevent,0.033333333,19
cap,protect,0.066666667,19
cap,shield,0.033333333,19
cap,shoot,0.033333333,19
cap,stop,0.033333333,19
cap,support,0.033333333,19
cap,throw,0.1,19
cap,warm,0.066666667,19
cap,wear,0.2,19
capacitor,charge,0.083333333,8
capacitor,decorate,0.083333333,8
capacitor,educate,0.083333333,8
capacitor,energy,0.166666667,8
capacitor,hurt,0.083333333,8
capacitor,need,0.083333333,8
capacitor,play,0.083333333,8
capacitor,store,0.333333333,8
cape,borrow,0.055555556,12
cape,buy,0.055555556,12
cape,cover,0.055555556,12
cape,flie,0.055555556,12
cape,fly,0.055555556,12
cape,hang,0.055555556,12
cape,make believe,0.055555556,12
cape,protect,0.111111111,12
cape,sell,0.055555556,12
cape,signify,0.055555556,12
cape,wash,0.055555556,12
cape,wear,0.333333333,12
capes,block,0.033333333,24
capes,break,0.033333333,24
capes,cover,0.033333333,24
capes,decorate,0.033333333,24
capes,designate,0.033333333,24
capes,display,0.033333333,24
capes,drape,0.033333333,24
capes,dress,0.033333333,24
capes,embroider,0.033333333,24
capes,ensnare,0.066666667,24
capes,fly,0.033333333,24
capes,hide,0.066666667,24
capes,keep,0.1,24
capes,look,0.033333333,24
capes,pick,0.033333333,24
capes,place,0.033333333,24
capes,protect,0.033333333,24
capes,smother,0.033333333,24
capes,symbolize,0.033333333,24
capes,tie,0.033333333,24
capes,tourniquet,0.033333333,24
capes,weapon,0.033333333,24
capes,wear,0.1,24
capes,wrap,0.033333333,24
capsule,build,0.052631579,11
capsule,bury,0.105263158,11
capsule,buy,0.052631579,11
capsule,fill,0.052631579,11
capsule,hold,0.157894737,11
capsule,medicine,0.105263158,11
capsule,memory,0.052631579,11
capsule,sell,0.052631579,11
capsule,store,0.157894737,11
capsule,swallow,0.157894737,11
capsule,take,0.052631579,11
captain,command,0.029411765,15
captain,decide,0.058823529,15
captain,direct,0.058823529,15
captain,drive,0.117647059,15
captain,guide,0.029411765,15
captain,head,0.029411765,15
captain,ignore,0.029411765,15
captain,lead,0.411764706,15
captain,listen,0.029411765,15
captain,order,0.058823529,15
captain,sail,0.029411765,15
captain,speak,0.029411765,15
captain,talk,0.029411765,15
captain,touch,0.029411765,15
captain,yell,0.029411765,15
car,adjust,0.019607843,34
car,barter,0.019607843,34
car,break,0.019607843,34
car,change,0.019607843,34
car,clout,0.019607843,34
car,compete,0.019607843,34
car,control,0.019607843,34
car,crash,0.039215686,34
car,drive,0.117647059,34
car,eat,0.019607843,34
car,fix,0.019607843,34
car,flaunt,0.019607843,34
car,get,0.019607843,34
car,hold,0.019607843,34
car,lay,0.019607843,34
car,move,0.039215686,34
car,music,0.039215686,34
car,paint,0.019607843,34
car,photograph,0.019607843,34
car,privacy,0.019607843,34
car,race,0.058823529,34
car,relax,0.039215686,34
car,repair,0.019607843,34
car,ride,0.019607843,34
car,scratch,0.019607843,34
car,sell,0.019607843,34
car,shelter,0.039215686,34
car,shop,0.019607843,34
car,sit,0.019607843,34
car,sleep,0.019607843,34
car,smash,0.019607843,34
car,transport,0.098039216,34
car,travel,0.019607843,34
car,watch,0.039215686,34
caramel,bake,0.235294118,11
caramel,chew,0.058823529,11
caramel,cook,0.058823529,11
caramel,eat,0.235294118,11
caramel,enjoy,0.058823529,11
caramel,melt,0.058823529,11
caramel,stick,0.058823529,11
caramel,sticky,0.058823529,11
caramel,taste,0.058823529,11
caramel,topping,0.058823529,11
caramel,turn,0.058823529,11
card,buy,0.052631579,24
card,game,0.026315789,24
card,give,0.052631579,24
card,greet,0.052631579,24
card,identify,0.078947368,24
card,inform,0.026315789,24
card,insert,0.026315789,24
card,instruct,0.026315789,24
card,invite,0.026315789,24
card,mail,0.026315789,24
card,network,0.026315789,24
card,paint,0.026315789,24
card,pay,0.131578947,24
card,play,0.052631579,24
card,present,0.026315789,24
card,print,0.026315789,24
card,share,0.026315789,24
card,shred,0.026315789,24
card,spend,0.026315789,24
card,store,0.026315789,24
card,swipe,0.052631579,24
card,thank,0.026315789,24
card,trick,0.026315789,24
card,write,0.105263158,24
cardboard,bonfire,0.023809524,33
cardboard,box,0.023809524,33
cardboard,break,0.023809524,33
cardboard,build,0.119047619,33
cardboard,burn,0.023809524,33
cardboard,carry,0.023809524,33
cardboard,color,0.047619048,33
cardboard,cover,0.023809524,33
cardboard,craft,0.023809524,33
cardboard,cut,0.023809524,33
cardboard,decorate,0.023809524,33
cardboard,display,0.023809524,33
cardboard,distribute,0.023809524,33
cardboard,draw,0.071428571,33
cardboard,fake,0.023809524,33
cardboard,fort,0.023809524,33
cardboard,hide,0.023809524,33
cardboard,insulate,0.023809524,33
cardboard,make,0.023809524,33
cardboard,pack,0.023809524,33
cardboard,pretend,0.023809524,33
cardboard,project,0.023809524,33
cardboard,protect,0.047619048,33
cardboard,recycle,0.023809524,33
cardboard,rip,0.023809524,33
cardboard,ship,0.023809524,33
cardboard,start,0.023809524,33
cardboard,store,0.023809524,33
cardboard,tear,0.023809524,33
cardboard,throw,0.047619048,33
cardboard,transit,0.023809524,33
cardboard,transport,0.023809524,33
cardboard,use,0.023809524,33
cardigan,accessorize,0.037037037,17
cardigan,buy,0.037037037,17
cardigan,carry,0.037037037,17
cardigan,cover,0.037037037,17
cardigan,destroy,0.037037037,17
cardigan,donate,0.074074074,17
cardigan,fabricate,0.037037037,17
cardigan,gift,0.037037037,17
cardigan,give,0.037037037,17
cardigan,look,0.037037037,17
cardigan,protect,0.037037037,17
cardigan,sew,0.037037037,17
cardigan,style,0.074074074,17
cardigan,tend,0.037037037,17
cardigan,throw,0.037037037,17
cardigan,warm,0.222222222,17
cardigan,wear,0.148148148,17
caretaker,advice,0.016949153,35
caretaker,assist,0.033898305,35
caretaker,babysitt,0.016949153,35
caretaker,care,0.101694915,35
caretaker,clean,0.050847458,35
caretaker,comfort,0.016949153,35
caretaker,cook,0.033898305,35
caretaker,dress,0.016949153,35
caretaker,drink,0.016949153,35
caretaker,drive,0.016949153,35
caretaker,employ,0.016949153,35
caretaker,exploit,0.016949153,35
caretaker,feed,0.016949153,35
caretaker,fix,0.033898305,35
caretaker,friend,0.016949153,35
caretaker,give,0.016949153,35
caretaker,help,0.084745763,35
caretaker,hope,0.016949153,35
caretaker,look,0.033898305,35
caretaker,manage,0.016949153,35
caretaker,mistreat,0.016949153,35
caretaker,need,0.016949153,35
caretaker,observe,0.016949153,35
caretaker,pay,0.050847458,35
caretaker,protect,0.016949153,35
caretaker,provide,0.016949153,35
caretaker,service,0.016949153,35
caretaker,sex,0.016949153,35
caretaker,support,0.016949153,35
caretaker,take,0.13559322,35
caretaker,thank,0.016949153,35
caretaker,transport,0.016949153,35
caretaker,wash,0.016949153,35
caretaker,watch,0.016949153,35
caretaker,work,0.016949153,35
carnival,attend,0.037037037,35
carnival,avoid,0.018518519,35
carnival,burn,0.018518519,35
carnival,buy,0.037037037,35
carnival,celebrate,0.037037037,35
carnival,dance,0.018518519,35
carnival,distract,0.018518519,35
carnival,drive,0.018518519,35
carnival,eat,0.018518519,35
carnival,enjoy,0.037037037,35
carnival,entertain,0.055555556,35
carnival,food,0.018518519,35
carnival,friend,0.018518519,35
carnival,fun,0.037037037,35
carnival,game,0.018518519,35
carnival,gather,0.037037037,35
carnival,go,0.018518519,35
carnival,hide,0.018518519,35
carnival,host,0.018518519,35
carnival,listen,0.018518519,35
carnival,lose,0.037037037,35
carnival,music,0.018518519,35
carnival,play,0.037037037,35
carnival,prize,0.018518519,35
carnival,promote,0.018518519,35
carnival,ride,0.166666667,35
carnival,run,0.018518519,35
carnival,safety,0.018518519,35
carnival,scare,0.018518519,35
carnival,sell,0.018518519,35
carnival,store,0.018518519,35
carnival,train,0.018518519,35
carnival,walk,0.018518519,35
carnival,win,0.037037037,35
carnival,work,0.018518519,35
carp,bait,0.0625,7
carp,catch,0.125,7
carp,cook,0.125,7
carp,eat,0.1875,7
carp,evolve,0.0625,7
carp,fish,0.375,7
carp,swim,0.0625,7
carpenter,assist,0.035714286,16
carpenter,build,0.25,16
carpenter,clean,0.035714286,16
carpenter,craft,0.035714286,16
carpenter,create,0.035714286,16
carpenter,cut,0.035714286,16
carpenter,fix,0.178571429,16
carpenter,generate,0.035714286,16
carpenter,hobby,0.035714286,16
carpenter,insight,0.035714286,16
carpenter,make,0.071428571,16
carpenter,measure,0.035714286,16
carpenter,offer,0.035714286,16
carpenter,shape,0.035714286,16
carpenter,teach,0.035714286,16
carpenter,work,0.071428571,16
carpet,burn,0.035714286,18
carpet,clean,0.035714286,18
carpet,cover,0.071428571,18
carpet,create,0.035714286,18
carpet,decorate,0.071428571,18
carpet,feel,0.035714286,18
carpet,flooring,0.142857143,18
carpet,pad,0.035714286,18
carpet,roll,0.071428571,18
carpet,run,0.035714286,18
carpet,secure,0.035714286,18
carpet,shampoo,0.035714286,18
carpet,sit,0.071428571,18
carpet,stand,0.035714286,18
carpet,sweep,0.035714286,18
carpet,transport,0.071428571,18
carpet,vacuum,0.035714286,18
carpet,walk,0.107142857,18
carpeting,apply,0.020833333,27
carpeting,burn,0.020833333,27
carpeting,clean,0.041666667,27
carpeting,comfort,0.041666667,27
carpeting,cover,0.020833333,27
carpeting,cuddle,0.020833333,27
carpeting,decorate,0.0625,27
carpeting,flooring,0.0625,27
carpeting,hold,0.020833333,27
carpeting,install,0.020833333,27
carpeting,jump,0.041666667,27
carpeting,keep,0.020833333,27
carpeting,lay,0.041666667,27
carpeting,pay,0.020833333,27
carpeting,place,0.020833333,27
carpeting,protect,0.020833333,27
carpeting,purchase,0.020833333,27
carpeting,reduce,0.020833333,27
carpeting,save,0.020833333,27
carpeting,sit,0.0625,27
carpeting,sleep,0.041666667,27
carpeting,soften,0.041666667,27
carpeting,spill,0.041666667,27
carpeting,step on,0.020833333,27
carpeting,vacuum,0.041666667,27
carpeting,walk,0.145833333,27
carpeting,warm,0.041666667,27
carport,buy,0.026315789,15
carport,cover,0.026315789,15
carport,dance,0.026315789,15
carport,decorate,0.026315789,15
carport,drive,0.052631579,15
carport,hide,0.052631579,15
carport,lay,0.026315789,15
carport,park,0.263157895,15
carport,place,0.026315789,15
carport,plug,0.052631579,15
carport,protect,0.131578947,15
carport,sell,0.026315789,15
carport,shelter,0.026315789,15
carport,sit,0.052631579,15
carport,store,0.184210526,15
carriage,attach,0.018518519,20
carriage,build,0.018518519,20
carriage,carry,0.166666667,20
carriage,cart,0.018518519,20
carriage,drive,0.074074074,20
carriage,hold,0.037037037,20
carriage,move,0.018518519,20
carriage,pretend,0.018518519,20
carriage,pull,0.055555556,20
carriage,push,0.074074074,20
carriage,race,0.018518519,20
carriage,ride,0.148148148,20
carriage,roll,0.037037037,20
carriage,run over,0.018518519,20
carriage,sit,0.037037037,20
carriage,stay,0.018518519,20
carriage,steer,0.018518519,20
carriage,transport,0.074074074,20
carriage,transpot,0.018518519,20
carriage,travel,0.111111111,20
carrot,bake,0.083333333,12
carrot,buy,0.083333333,12
carrot,chop,0.041666667,12
carrot,cook,0.125,12
carrot,eat,0.291666667,12
carrot,grow,0.083333333,12
carrot,paint,0.041666667,12
carrot,plant,0.041666667,12
carrot,saute,0.041666667,12
carrot,sell,0.083333333,12
carrot,simmer,0.041666667,12
carrot,trade,0.041666667,12
cart,carry,0.102040816,19
cart,drive,0.020408163,19
cart,empty,0.020408163,19
cart,feel,0.020408163,19
cart,fill,0.040816327,19
cart,golf,0.020408163,19
cart,hold,0.102040816,19
cart,makeshift,0.020408163,19
cart,move,0.081632653,19
cart,pull,0.102040816,19
cart,push,0.142857143,19
cart,ride,0.020408163,19
cart,roll,0.06122449,19
cart,shop,0.102040816,19
cart,steer,0.020408163,19
cart,stop,0.020408163,19
cart,store,0.020408163,19
cart,transport,0.06122449,19
cart,turn,0.020408163,19
carton,carry,0.074074074,11
carton,drink,0.185185185,11
carton,give,0.037037037,11
carton,hold,0.185185185,11
carton,instrument,0.037037037,11
carton,measure,0.037037037,11
carton,refill,0.074074074,11
carton,share,0.037037037,11
carton,store,0.222222222,11
carton,throw,0.074074074,11
carton,weapon,0.037037037,11
cartridge,ammunition,0.083333333,10
cartridge,eliminate,0.083333333,10
cartridge,hold,0.166666667,10
cartridge,instert,0.083333333,10
cartridge,load,0.083333333,10
cartridge,print,0.083333333,10
cartridge,replace,0.083333333,10
cartridge,smoke,0.083333333,10
cartridge,store,0.083333333,10
cartridge,vape,0.166666667,10
case,break,0.052631579,21
case,buy,0.052631579,21
case,carry,0.105263158,21
case,cover,0.026315789,21
case,crave,0.026315789,21
case,file,0.052631579,21
case,hold,0.078947368,21
case,investigate,0.052631579,21
case,keep,0.026315789,21
case,personalize,0.026315789,21
case,present,0.026315789,21
case,protect,0.131578947,21
case,sell,0.052631579,21
case,sit,0.026315789,21
case,solve,0.052631579,21
case,steal,0.026315789,21
case,stop,0.026315789,21
case,store,0.078947368,21
case,touch,0.026315789,21
case,transport,0.026315789,21
case,walk,0.026315789,21
casebook,enter,0.083333333,10
casebook,hold,0.166666667,10
casebook,inform,0.083333333,10
casebook,pick,0.083333333,10
casebook,read,0.166666667,10
casebook,reference,0.083333333,10
casebook,store,0.083333333,10
casebook,take,0.083333333,10
casebook,throw,0.083333333,10
casebook,write,0.083333333,10
caseworker,advocate,0.023255814,29
caseworker,ask,0.046511628,29
caseworker,assist,0.023255814,29
caseworker,conflict,0.023255814,29
caseworker,cry,0.023255814,29
caseworker,defense,0.023255814,29
caseworker,discover,0.023255814,29
caseworker,dispute,0.023255814,29
caseworker,enact,0.023255814,29
caseworker,fight,0.046511628,29
caseworker,file,0.023255814,29
caseworker,fix,0.023255814,29
caseworker,give,0.023255814,29
caseworker,help,0.11627907,29
caseworker,hire,0.046511628,29
caseworker,mediate,0.023255814,29
caseworker,pay,0.046511628,29
caseworker,protect,0.046511628,29
caseworker,report,0.023255814,29
caseworker,research,0.023255814,29
caseworker,speak,0.023255814,29
caseworker,specialize,0.023255814,29
caseworker,stand,0.023255814,29
caseworker,study,0.023255814,29
caseworker,support,0.023255814,29
caseworker,talk,0.093023256,29
caseworker,vent,0.023255814,29
caseworker,vocalize,0.023255814,29
caseworker,work,0.069767442,29
cash,buy,0.054054054,19
cash,collect,0.054054054,19
cash,earn,0.027027027,19
cash,find,0.027027027,19
cash,flex,0.027027027,19
cash,fold,0.027027027,19
cash,give,0.162162162,19
cash,lend,0.027027027,19
cash,need,0.027027027,19
cash,pay,0.054054054,19
cash,receive,0.027027027,19
cash,rip,0.027027027,19
cash,save,0.081081081,19
cash,share,0.027027027,19
cash,shop,0.054054054,19
cash,spend,0.216216216,19
cash,steal,0.027027027,19
cash,throw,0.027027027,19
cash,touch,0.027027027,19
cashier,break,0.027777778,27
cashier,buy,0.027777778,27
cashier,cash,0.027777778,27
cashier,check,0.083333333,27
cashier,clean,0.027777778,27
cashier,collect,0.027777778,27
cashier,count,0.027777778,27
cashier,distribute,0.027777778,27
cashier,exchange,0.027777778,27
cashier,give,0.111111111,27
cashier,interact,0.027777778,27
cashier,launder,0.027777778,27
cashier,look,0.027777778,27
cashier,money,0.027777778,27
cashier,pay,0.055555556,27
cashier,question,0.027777778,27
cashier,receive,0.027777778,27
cashier,scan,0.027777778,27
cashier,sort,0.027777778,27
cashier,steal,0.055555556,27
cashier,stock,0.027777778,27
cashier,store,0.027777778,27
cashier,take,0.027777778,27
cashier,talk,0.055555556,27
cashier,transaction,0.027777778,27
cashier,withdraw,0.055555556,27
cashier,yell,0.027777778,27
cashmere,buy,0.181818182,7
cashmere,clean,0.090909091,7
cashmere,involve,0.090909091,7
cashmere,knitt,0.090909091,7
cashmere,sell,0.181818182,7
cashmere,wear,0.272727273,7
cashmere,weave,0.090909091,7
casket,boost,0.034482759,16
casket,break,0.034482759,16
casket,burr,0.034482759,16
casket,bury,0.310344828,16
casket,buy,0.034482759,16
casket,carry,0.103448276,16
casket,die,0.034482759,16
casket,fill,0.034482759,16
casket,grieve,0.068965517,16
casket,hold,0.068965517,16
casket,memorialize,0.034482759,16
casket,mourn,0.034482759,16
casket,revere,0.034482759,16
casket,shelter,0.034482759,16
casket,sleep,0.034482759,16
casket,store,0.068965517,16
casserole,admire,0.019230769,30
casserole,assemble,0.019230769,30
casserole,bake,0.038461538,30
casserole,burn,0.038461538,30
casserole,cook,0.076923077,30
casserole,crave,0.019230769,30
casserole,drop,0.019230769,30
casserole,eat,0.25,30
casserole,food,0.019230769,30
casserole,freeze,0.019230769,30
casserole,fuel,0.019230769,30
casserole,gift,0.019230769,30
casserole,give,0.038461538,30
casserole,hold,0.019230769,30
casserole,prep,0.019230769,30
casserole,prepare,0.019230769,30
casserole,receive,0.019230769,30
casserole,reheate,0.019230769,30
casserole,save,0.019230769,30
casserole,scoop,0.019230769,30
casserole,sell,0.019230769,30
casserole,serve,0.038461538,30
casserole,share,0.038461538,30
casserole,smell,0.019230769,30
casserole,step on,0.019230769,30
casserole,store,0.038461538,30
casserole,throw away,0.038461538,30
casserole,throw up,0.019230769,30
casserole,travel,0.019230769,30
casserole,warm,0.019230769,30
cassette,buy,0.041666667,16
cassette,capture,0.020833333,16
cassette,collect,0.041666667,16
cassette,decorate,0.083333333,16
cassette,gift,0.020833333,16
cassette,listen,0.208333333,16
cassette,music,0.104166667,16
cassette,play,0.104166667,16
cassette,record,0.166666667,16
cassette,replay,0.041666667,16
cassette,rewind,0.020833333,16
cassette,rewound,0.020833333,16
cassette,sea,0.020833333,16
cassette,sell,0.0625,16
cassette,store,0.020833333,16
cassette,watch,0.020833333,16
castle,admire,0.029411765,28
castle,build,0.058823529,28
castle,defense,0.029411765,28
castle,destroy,0.029411765,28
castle,enter,0.029411765,28
castle,explore,0.029411765,28
castle,feast,0.029411765,28
castle,flaunt,0.029411765,28
castle,hide,0.029411765,28
castle,hold,0.029411765,28
castle,live,0.176470588,28
castle,look,0.029411765,28
castle,meet,0.029411765,28
castle,power,0.029411765,28
castle,prop,0.029411765,28
castle,protect,0.029411765,28
castle,raze,0.029411765,28
castle,reside,0.029411765,28
castle,rule,0.029411765,28
castle,safety,0.029411765,28
castle,scale,0.029411765,28
castle,see,0.029411765,28
castle,siege,0.029411765,28
castle,sleep,0.029411765,28
castle,socialize,0.029411765,28
castle,take,0.029411765,28
castle,tour,0.029411765,28
castle,walk,0.029411765,28
cat,bathe,0.047619048,13
cat,brush,0.047619048,13
cat,cuddle,0.047619048,13
cat,declaw,0.047619048,13
cat,feed,0.047619048,13
cat,friend,0.047619048,13
cat,hunt,0.047619048,13
cat,meow,0.047619048,13
cat,pet,0.333333333,13
cat,play,0.142857143,13
cat,pounce,0.047619048,13
cat,sleep,0.047619048,13
cat,walk,0.047619048,13
catalogue,buy,0.025,30
catalogue,create,0.025,30
catalogue,cut,0.075,30
catalogue,discuss,0.025,30
catalogue,edit,0.025,30
catalogue,examine,0.025,30
catalogue,fan,0.025,30
catalogue,find,0.025,30
catalogue,fire,0.025,30
catalogue,flip,0.025,30
catalogue,fold,0.025,30
catalogue,identify,0.025,30
catalogue,include,0.025,30
catalogue,look,0.025,30
catalogue,mark,0.025,30
catalogue,open,0.025,30
catalogue,order,0.05,30
catalogue,read,0.175,30
catalogue,research,0.025,30
catalogue,search,0.025,30
catalogue,see,0.025,30
